score	page_count	total_mp3	good_mp3	av_mp3	av_good	av_author	av_album	own_mp3	forum	domen_level	c0	c1	c2	c3
3	6	92	76	15.333333	12.666667	11.333333	8.166667	1.000000	0.000000	2	0.31028527004	0.0184091722136	0.164261904957	0.507043652788
3	2	7	4	3.500000	2.000000	3.000000	2.500000	1.000000	0.000000	2	0.00976905498058	0.179005817387	0.401211420975	0.410013706657
3	3	26	14	8.666667	4.666667	2.000000	5.000000	0.000000	0.000000	2	0.48518452933	0.401037440645	0.0119261199309	0.101851910095
3	5803	5803	1885	1.000000	0.324832	1.000000	1.000000	0.000000	0.000000	1	0.45307397875	0.183257436404	0.0107316798241	0.352936905022
3	22	393	367	17.863636	16.681818	1.863636	1.136364	0.000000	1.000000	2	0.137071733146	0.0233559869922	0.190669643961	0.648902635901
3	1	4	2	4.000000	2.000000	4.000000	3.000000	1.000000	0.000000	2	0.0151174928198	0.109261338078	0.430516336379	0.445104832723
3	212	1381	994	6.514151	4.688679	2.037736	1.283019	1.000000	0.000000	3	0.410574093136	0.216721772931	0.025027328611	0.347676805322
3	412	428	403	1.038835	0.978155	1.038835	1.000000	0.997573	0.000000	2	0.00824909757796	0.0596201665216	0.442656676095	0.489474059805
3	3	16	12	5.333333	4.000000	5.333333	3.000000	1.000000	0.000000	2	0.204358057728	0.0348210679803	0.284266326931	0.476554547361
3	1342	1342	808	1.000000	0.602086	1.000000	1.000000	0.000000	0.000000	2	0.276929769334	0.0125379018117	0.229565350083	0.48096697877
3	8	66	54	8.250000	6.750000	2.625000	1.750000	1.000000	0.000000	2	0.370268941317	0.0215040042933	0.117969935772	0.490257118619
3	1	2	2	2.000000	2.000000	2.000000	1.000000	1.000000	1.000000	2	0.375980239182	0.0186077387483	0.22925210329	0.37615991878
3	42	323	214	7.690476	5.095238	1.238095	1.166667	1.000000	0.000000	2	0.357505271867	0.281590263749	0.0270531966274	0.333851267757
3	153	1313	538	8.581699	3.516340	6.209150	1.013072	1.000000	0.000000	2	0.321215441095	0.226254789851	0.0157047094305	0.436825059623
3	11	86	51	7.818182	4.636364	3.090909	1.545455	0.121212	0.545455	1	0.137071733146	0.0233559869922	0.190669643961	0.648902635901
3	2	2	2	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2	0.090890469032	0.0154870487424	0.384231839109	0.509390643117
3	7	141	130	20.142857	18.571429	6.000000	6.428571	1.000000	0.000000	3	0.0264713091781	0.613937554566	0.0264713091781	0.333119827078
3	20	35	35	1.750000	1.750000	1.500000	1.700000	1.000000	0.000000	2	0.0278989302761	0.337473339863	0.379191094064	0.255436635797
3	13	55	26	4.230769	2.000000	2.538462	1.923077	1.000000	0.000000	2	0.0185410019359	0.231020121395	0.397645248716	0.352793627953
3	41	145	137	3.536585	3.341463	1.585366	1.317073	1.000000	0.000000	2	0.00847428782975	0.0268874436723	0.443825863668	0.52081240483
3	21	51	51	2.428571	2.428571	2.428571	1.761905	1.000000	0.000000	1	0.0141070518016	0.101958398429	0.28130979469	0.602624755079
3	18	249	245	13.833333	13.611111	1.111111	1.166667	1.000000	0.000000	2	0.090890469032	0.0154870487424	0.384231839109	0.509390643117
3	5	10	6	2.000000	1.200000	2.000000	2.000000	0.600000	0.000000	2	0.204358057728	0.0348210679803	0.284266326931	0.476554547361
